platform,country,region,category,sound_type,duration_sec,views,likes,comments,trend_label,genre,publish_dayofweek,publish_period,creator_avg_views,title_length,completion_rate,traffic_source
2,Us,North America,Gaming,licensed,39,65985,2987,424,stable,Music,Friday,Night,112406,26,0.449,External
1,Us,North America,Science,trending,31,234124,19469,2161,declining,Pets,Friday,Afternoon,95580.2,17,0.768,ForYou
1,Us,North America,Pets,licensed,32,70968,5633,509,seasonal,Food,Friday,Evening,76801.3,23,0.747,External
1,Us,North America,Sports,original,58,62446,2555,258,rising,Fashion,Wednesday,Evening,72836.1,23,0.569,ForYou
1,Ca,North America,Automotive,original,16,19827,1615,143,declining,Gaming,Friday,Evening,107322.2,23,0.662,External
1,Us,North America,Fashion,licensed,26,209303,19183,2125,declining,Pets,Friday,Evening,92542.5,26,0.527,Following
1,Mx,North America,Fashion,trending,52,16350,1402,91,rising,Tech,Sunday,Evening,109255,31,0.712,ForYou
1,Mx,North America,Education,original,22,482971,21370,1452,rising,Comedy,Friday,Afternoon,95029.2,14,0.691,ForYou
1,Us,North America,Food,original,30,70650,5616,753,declining,Gaming,Friday,Night,97756.8,29,0.807,External
1,Mx,North America,Art,original,19,89567,6787,572,stable,Lifestyle,Wednesday,Evening,99737.6,23,0.616,ForYou
1,Us,North America,Finance,licensed,25,56099,2021,148,seasonal,Music,Tuesday,Afternoon,92655.5,26,0.744,Search
1,Us,North America,Automotive,original,16,97195,6506,1057,rising,Tech,Saturday,Afternoon,132974.8,24,0.731,ForYou
1,Us,North America,Comedy,original,52,45865,2806,255,declining,Music,Friday,Evening,102133.2,26,0.546,External
1,Mx,North America,Gaming,trending,21,62290,3563,295,rising,Sports,Monday,Afternoon,86230.4,25,0.633,External
1,Us,North America,Comedy,trending,38,20005,1459,233,rising,Comedy,Thursday,Morning,87740.9,28,0.637,Following
1,Us,North America,Pets,licensed,20,28743,2433,192,rising,Comedy,Friday,Evening,97756.8,12,0.645,Search
1,Us,North America,Automotive,licensed,19,13938,723,51,declining,Education,Thursday,Afternoon,117060.9,35,0.821,ForYou
1,Ca,North America,Art,licensed,16,78558,8177,991,seasonal,Beauty,Saturday,Night,107610.4,24,0.65,ForYou
2,Mx,North America,Food,licensed,67,167412,4776,579,rising,Gaming,Saturday,Afternoon,88159.6,28,0.413,Search
2,Us,North America,Sports,original,32,39550,2523,213,declining,Tech,Friday,Afternoon,85804.6,29,0.509,Home
2,Mx,North America,Music,trending,44,49814,1195,104,declining,Beauty,Saturday,Evening,80254.8,28,0.5,Home
2,Us,North America,Science,licensed,27,269666,9400,1243,seasonal,Comedy,Thursday,Evening,94693.5,13,0.711,Suggested
2,Ca,North America,Education,original,34,36862,906,79,seasonal,Food,Sunday,Evening,97490.1,23,0.553,Suggested
2,Ca,North America,Travel,trending,59,138419,5274,347,stable,Gaming,Wednesday,Evening,106362.4,28,0.746,Home
2,Us,North America,Finance,original,45,323336,18121,2456,rising,Beauty,Sunday,Evening,94810.9,18,0.644,Home
2,Us,North America,Art,trending,40,69564,4240,436,rising,Lifestyle,Tuesday,Evening,109086.8,22,0.558,External
2,Us,North America,Tech,licensed,44,231239,6845,599,rising,Lifestyle,Tuesday,Evening,108022.1,22,0.434,Suggested
1,Mx,North America,Education,original,29,65252,3899,527,seasonal,Pets,Monday,Afternoon,87790.4,24,0.686,Following
1,Mx,North America,Automotive,licensed,41,33870,1789,132,rising,Lifestyle,Friday,Afternoon,94693.5,24,0.841,ForYou
1,Us,North America,Science,trending,21,21019,1574,216,declining,Food,Tuesday,Night,85683.8,20,0.69,Search
1,Mx,North America,Beauty,licensed,46,82614,7102,958,stable,Education,Sunday,Night,101280.2,32,0.733,Following
1,Ca,North America,Gaming,trending,14,24618,1235,88,rising,Tech,Friday,Morning,83527.1,29,0.657,Following
1,Ca,North America,Finance,trending,14,11628,1090,83,declining,Gaming,Friday,Night,123148.2,28,0.75,ForYou
1,Us,North America,Science,original,11,13613,479,42,stable,Lifestyle,Tuesday,Afternoon,87740.9,30,0.736,ForYou
1,Mx,North America,Music,original,20,36562,2003,212,stable,Gaming,Friday,Evening,96398.5,28,0.67,ForYou
1,Ca,North America,Tech,trending,13,81320,6747,813,stable,Beauty,Friday,Morning,102408.3,20,0.638,ForYou
1,Ca,North America,Automotive,trending,46,192424,11405,1042,declining,Tech,Friday,Afternoon,81314.2,31,0.739,Following
2,Us,North America,News,original,54,32529,1213,106,rising,Dance,Saturday,Evening,85253.7,20,0.53,Search
2,Ca,North America,Pets,licensed,21,170662,8762,1152,stable,Food,Friday,Night,88159.6,24,0.652,Home
2,Ca,North America,Automotive,original,43,27134,760,96,rising,Pets,Wednesday,Evening,109258.2,20,0.544,Search
2,Mx,North America,Automotive,original,12,34257,1215,180,stable,Sports,Sunday,Evening,124662.1,26,0.55,External
2,Ca,North America,Pets,original,23,27203,824,104,declining,Tech,Monday,Evening,116864.6,24,0.704,Suggested
2,Mx,North America,DIY,original,44,52017,1716,234,rising,Dance,Monday,Evening,84155.1,20,0.748,Suggested
1,Ca,North America,Lifestyle,original,22,73103,3909,268,seasonal,Pets,Saturday,Afternoon,96043.8,26,0.791,ForYou
1,Ca,North America,DIY,original,37,60878,4414,368,rising,Pets,Sunday,Evening,87413.2,19,0.697,Search
1,Mx,North America,Travel,trending,44,51224,4480,566,rising,Food,Friday,Morning,127439.6,22,0.734,ForYou
1,Mx,North America,Music,trending,28,62957,4490,447,stable,Sports,Friday,Evening,94953.4,26,0.675,ForYou
1,Ca,North America,Sports,trending,22,81946,5694,701,declining,Dance,Saturday,Evening,83277.8,24,0.577,ForYou
1,Ca,North America,Automotive,original,59,31079,3586,358,declining,Beauty,Sunday,Morning,80018.9,27,0.563,Following
1,Ca,North America,Food,licensed,22,80741,5914,472,stable,Travel,Monday,Afternoon,81001,19,0.764,ForYou
1,Us,North America,Music,licensed,45,11240,1355,190,seasonal,Gaming,Monday,Evening,85683.8,29,0.629,ForYou
1,Us,North America,Science,original,31,32746,2607,271,rising,Lifestyle,Thursday,Afternoon,101613,29,0.552,ForYou
2,Us,North America,Comedy,trending,33,44529,1817,258,declining,Beauty,Thursday,Evening,81897,28,0.497,Suggested
2,Mx,North America,Sports,trending,51,21111,637,78,seasonal,Beauty,Sunday,Evening,92069.4,30,0.627,Home
2,Us,North America,News,licensed,24,129583,7176,462,seasonal,DIY,Thursday,Night,106288.7,19,0.479,Home
2,Ca,North America,News,trending,61,14899,733,105,declining,Comedy,Friday,Night,89929.7,18,0.721,Home
2,Mx,North America,Travel,licensed,29,108181,4196,512,declining,Travel,Sunday,Afternoon,92655.5,23,0.683,Suggested
2,Us,North America,Beauty,trending,25,187591,5529,684,declining,Beauty,Friday,Evening,108139.9,22,0.472,Search
1,Us,North America,Lifestyle,original,18,91143,7161,768,stable,Comedy,Wednesday,Evening,79760.5,20,0.589,ForYou
1,Ca,North America,Sports,original,19,197198,13356,2012,declining,Lifestyle,Tuesday,Evening,77464.1,23,0.847,Search
1,Ca,North America,Science,original,75,17844,1360,198,seasonal,Tech,Sunday,Evening,99253.8,26,0.768,Following
1,Mx,North America,Automotive,original,40,55681,4666,473,stable,Gaming,Wednesday,Evening,102500.9,25,0.52,ForYou
1,Us,North America,Education,trending,21,254766,14662,2303,declining,Education,Thursday,Morning,99258.8,18,0.69,ForYou
1,Ca,North America,Lifestyle,trending,15,43438,2924,318,declining,Pets,Wednesday,Night,81411.1,22,0.667,External
1,Us,North America,Food,trending,14,55919,3419,249,stable,Tech,Thursday,Evening,106288.7,24,0.843,ForYou
1,Mx,North America,Comedy,trending,20,14014,882,70,stable,Gaming,Thursday,Afternoon,100659.5,25,0.61,ForYou
1,Us,North America,Gaming,licensed,47,94053,8326,1230,rising,Education,Monday,Morning,91694.7,16,0.721,External
1,Us,North America,Food,trending,32,52801,2453,228,seasonal,Gaming,Thursday,Evening,109086.8,28,0.725,ForYou
1,Us,North America,Travel,original,32,277672,19691,2901,stable,Sports,Sunday,Evening,99737.6,24,0.638,Following
1,Ca,North America,Fitness,original,19,23264,1066,112,seasonal,Travel,Tuesday,Night,90488.4,22,0.647,Following
1,Us,North America,Food,trending,33,8340,587,45,stable,Gaming,Wednesday,Afternoon,141736.2,27,0.561,ForYou
1,Mx,North America,Finance,trending,33,171301,15656,2183,stable,Education,Friday,Evening,129372.5,18,0.806,ForYou
1,Mx,North America,Fitness,licensed,38,84851,7762,1068,declining,Beauty,Friday,Morning,98045.2,24,0.671,Search
1,Us,North America,Food,licensed,43,261209,16442,2482,declining,Dance,Wednesday,Afternoon,106288.7,22,0.605,ForYou
1,Mx,North America,Sports,licensed,32,33887,2224,303,declining,Fashion,Sunday,Evening,130473.1,21,0.65,External
1,Us,North America,Travel,trending,41,96026,6105,803,seasonal,Beauty,Saturday,Afternoon,91634.1,22,0.729,ForYou
1,Mx,North America,DIY,original,29,59438,5128,607,stable,Comedy,Wednesday,Evening,90488.4,20,0.762,ForYou
1,Ca,North America,Art,original,25,87161,5619,877,declining,DIY,Monday,Evening,94740.9,21,0.816,ForYou
1,Ca,North America,Lifestyle,trending,36,6656,303,34,seasonal,Fashion,Sunday,Afternoon,103719.6,21,0.511,External
2,Mx,North America,Gaming,original,42,17509,502,66,seasonal,Beauty,Thursday,Night,89981.8,22,0.726,External
2,Us,North America,Comedy,trending,48,95860,2299,187,stable,Fashion,Sunday,Afternoon,139280.8,20,0.415,Search
2,Us,North America,Fashion,trending,76,59726,3592,232,rising,Fashion,Friday,Evening,92656.5,20,0.662,Search
2,Us,North America,News,licensed,52,8890,334,27,stable,Beauty,Thursday,Evening,98246.3,28,0.685,Search
2,Ca,North America,Gaming,licensed,57,53635,2718,184,stable,Food,Friday,Afternoon,98366.2,24,0.553,Suggested
2,Mx,North America,Tech,trending,62,50317,1934,186,rising,Lifestyle,Friday,Morning,101280.2,24,0.571,Suggested
2,Ca,North America,Science,licensed,55,56015,1418,183,rising,Gaming,Sunday,Afternoon,95967.2,28,0.551,Home
2,Mx,North America,Tech,original,35,76521,2336,211,seasonal,Music,Saturday,Evening,111539.1,23,0.637,Suggested
1,Ca,North America,Tech,trending,19,103153,5933,622,seasonal,Travel,Monday,Night,96325,25,0.816,ForYou
1,Ca,North America,Food,trending,23,99848,9732,1270,declining,Food,Monday,Evening,83485.9,18,0.513,ForYou
1,Mx,North America,Art,trending,26,71588,6156,818,declining,Sports,Friday,Evening,78162.1,22,0.808,ForYou
1,Ca,North America,Education,trending,27,237651,16767,1378,rising,Pets,Friday,Afternoon,103279.3,22,0.544,Following
1,Us,North America,Fashion,original,16,29614,2873,256,declining,Education,Saturday,Night,103129.6,18,0.831,ForYou
1,Ca,North America,Music,original,56,32560,2271,222,declining,Lifestyle,Friday,Night,101378.8,25,0.805,Following
1,Ca,North America,Lifestyle,original,18,56149,4803,747,declining,Fashion,Friday,Afternoon,98612.5,21,0.55,ForYou
1,Mx,North America,Finance,licensed,18,61057,3340,481,seasonal,Beauty,Friday,Afternoon,109040.9,29,0.567,ForYou
1,Us,North America,News,licensed,30,90107,5227,625,declining,Beauty,Friday,Evening,121071.3,23,0.577,ForYou
1,Mx,North America,News,licensed,24,43247,3901,265,rising,Fashion,Friday,Evening,94621.9,21,0.821,Following
1,Us,North America,Food,trending,25,39149,1717,206,stable,Dance,Sunday,Afternoon,107955.4,22,0.592,ForYou
1,Mx,North America,DIY,trending,26,118714,12415,971,declining,Music,Saturday,Evening,96805.5,23,0.777,ForYou
1,Ca,North America,Gaming,licensed,16,26685,1603,210,stable,Travel,Saturday,Afternoon,83156.5,20,0.625,ForYou
1,Us,North America,Gaming,original,38,39716,3840,571,declining,Pets,Saturday,Afternoon,94621.9,26,0.513,External
1,Ca,North America,Tech,licensed,26,86408,8280,732,seasonal,DIY,Saturday,Morning,109552,19,0.654,ForYou
1,Mx,North America,Tech,original,20,255207,20684,1816,rising,Gaming,Friday,Evening,84501.2,26,0.555,ForYou
1,Ca,North America,Tech,original,12,49609,3692,316,declining,Pets,Monday,Evening,82901.5,22,0.508,ForYou
1,Us,North America,Lifestyle,trending,20,58031,4133,571,stable,Music,Tuesday,Evening,70602,23,0.665,External
1,Mx,North America,Pets,licensed,25,23258,1875,198,stable,Education,Monday,Evening,86520.6,29,0.712,ForYou
2,Mx,North America,Automotive,licensed,28,29128,747,115,declining,Tech,Sunday,Evening,100129.4,29,0.639,Home
2,Us,North America,Fitness,licensed,13,151107,9801,644,seasonal,Dance,Sunday,Night,90369.7,22,0.569,Search
2,Mx,North America,Lifestyle,original,28,37862,1925,221,rising,Fashion,Wednesday,Night,88276,20,0.504,Search
2,Mx,North America,Sports,licensed,24,329391,8266,581,seasonal,Lifestyle,Friday,Evening,89258.4,24,0.558,Home
2,Ca,North America,Sports,licensed,58,20337,732,122,seasonal,Comedy,Saturday,Morning,84461,24,0.459,Home
2,Ca,North America,Comedy,licensed,39,24034,890,65,rising,Comedy,Friday,Night,71037.7,20,0.533,Suggested
2,Mx,North America,Science,licensed,31,55103,1803,225,stable,Food,Saturday,Night,99598.4,21,0.735,Home
1,Mx,North America,Science,original,40,23875,1947,192,seasonal,Lifestyle,Friday,Night,71821.7,21,0.807,ForYou
1,Us,North America,DIY,original,61,321461,27487,2296,declining,Fashion,Tuesday,Evening,91145.8,19,0.761,External
1,Us,North America,Music,trending,20,50455,4323,443,seasonal,Gaming,Thursday,Evening,107610.4,30,0.5,ForYou
1,Ca,North America,Sports,licensed,51,9181,575,84,declining,Tech,Friday,Morning,91901.2,29,0.818,ForYou
1,Us,North America,Gaming,trending,28,18937,1341,111,stable,Pets,Friday,Evening,78146.6,26,0.543,ForYou
1,Mx,North America,Finance,licensed,17,130317,9423,1339,declining,Music,Wednesday,Afternoon,96431.7,26,0.641,ForYou
1,Ca,North America,DIY,original,41,58897,2602,280,stable,Fashion,Friday,Evening,82588.7,21,0.6,ForYou
1,Mx,North America,Tech,trending,39,285782,17396,1159,declining,Beauty,Friday,Evening,82782.7,22,0.59,ForYou
1,Us,North America,Pets,original,55,127070,4930,711,seasonal,Beauty,Sunday,Morning,78592,27,0.535,External
1,Ca,North America,News,original,20,249064,13395,1161,declining,Tech,Sunday,Morning,84424.3,26,0.725,ForYou
1,Mx,North America,Beauty,trending,20,118738,7595,735,rising,Pets,Wednesday,Evening,75220.9,26,0.625,ForYou
1,Us,North America,Science,trending,35,86322,7031,732,stable,Comedy,Monday,Afternoon,85373.7,31,0.794,Following
1,Ca,North America,Food,original,22,19582,1081,147,rising,Travel,Tuesday,Morning,86157.4,20,0.732,ForYou
1,Us,North America,Beauty,licensed,23,518438,35670,4540,rising,Tech,Friday,Evening,67358,24,0.57,ForYou
1,Us,North America,News,licensed,46,6793,209,23,stable,Tech,Sunday,Evening,92655.5,29,0.524,ForYou
1,Us,North America,Lifestyle,trending,40,24125,2258,282,rising,Pets,Saturday,Evening,102133.2,24,0.505,ForYou
2,Mx,North America,Sports,licensed,32,24259,767,58,seasonal,Comedy,Thursday,Evening,91094.5,16,0.719,Suggested
2,Ca,North America,DIY,licensed,35,88832,1864,219,declining,Food,Monday,Evening,99869.9,23,0.726,Suggested
2,Mx,North America,News,original,19,70306,1652,185,rising,Sports,Wednesday,Evening,86035.1,24,0.574,Search
1,Mx,North America,Travel,licensed,42,141966,9668,1314,seasonal,Food,Friday,Evening,86547.9,16,0.702,ForYou
1,Us,North America,Fitness,licensed,9,35196,2644,379,declining,Education,Sunday,Evening,84783.6,22,0.5,ForYou
1,Mx,North America,Finance,licensed,59,45397,5707,742,rising,Comedy,Thursday,Evening,94144.9,18,0.658,ForYou
1,Us,North America,Automotive,licensed,36,12962,1102,106,stable,Pets,Monday,Night,120866.4,20,0.761,ForYou
1,Ca,North America,News,licensed,28,19476,2004,187,declining,Beauty,Saturday,Evening,80254.8,25,0.65,ForYou
1,Us,North America,News,licensed,19,198695,9088,1061,declining,Dance,Wednesday,Night,123924.6,25,0.658,External
1,Ca,North America,Beauty,trending,15,121641,10643,1323,seasonal,Education,Saturday,Night,79760.5,22,0.633,Following
1,Mx,North America,Sports,trending,43,17715,1560,246,rising,Comedy,Saturday,Evening,84611.9,22,0.651,ForYou
1,Ca,North America,Lifestyle,trending,63,67376,6623,583,seasonal,Music,Tuesday,Evening,92140.4,23,0.554,ForYou
2,Ca,North America,Science,licensed,31,342616,12428,1409,declining,Travel,Tuesday,Night,104142.7,27,0.445,Suggested
2,Ca,North America,Travel,original,40,36862,1061,124,rising,Lifestyle,Saturday,Evening,96474.3,30,0.608,Home
2,Mx,North America,Lifestyle,trending,17,67943,2304,200,rising,Lifestyle,Saturday,Evening,93827.6,30,0.565,Search
2,Us,North America,Beauty,original,34,47409,1976,182,seasonal,Gaming,Friday,Evening,108537.2,24,0.429,Home
2,Mx,North America,Tech,licensed,24,128584,5173,760,stable,Music,Friday,Afternoon,96533.9,26,0.488,Search
2,Us,North America,Art,licensed,19,15190,324,36,declining,Sports,Saturday,Afternoon,93663.5,26,0.711,Search
2,Mx,North America,News,original,41,121756,8411,1018,rising,Sports,Tuesday,Afternoon,100507.4,26,0.495,Home
2,Ca,North America,Art,original,45,26554,1152,145,rising,Fashion,Friday,Evening,101422.3,19,0.431,Home
2,Us,North America,Music,licensed,55,93323,3309,420,declining,Education,Sunday,Afternoon,84501.2,28,0.665,Search
2,Ca,North America,DIY,trending,51,41180,1261,148,rising,Beauty,Sunday,Evening,89074.1,22,0.522,Search
1,Us,North America,Food,trending,38,139596,6765,1047,rising,Fashion,Sunday,Night,92280.2,18,0.566,Search
1,Mx,North America,Music,original,15,32414,1929,249,rising,Lifestyle,Sunday,Evening,72836.1,24,0.813,ForYou
1,Ca,North America,Gaming,trending,42,139635,9280,1332,seasonal,Beauty,Friday,Afternoon,111632,24,0.502,ForYou
1,Mx,North America,Food,trending,16,222777,19337,1777,declining,Tech,Thursday,Afternoon,79742.9,24,0.712,External
1,Us,North America,Food,trending,18,33213,1894,243,rising,Pets,Sunday,Evening,134259.1,24,0.817,ForYou
1,Us,North America,Beauty,original,18,92298,5830,367,stable,Travel,Saturday,Afternoon,141736.2,29,0.722,External
1,Ca,North America,Fashion,original,25,62207,3630,310,seasonal,Dance,Friday,Night,86941.3,15,0.528,ForYou
2,Mx,North America,Fitness,trending,28,109553,4634,390,rising,Beauty,Monday,Night,96426.1,21,0.482,Suggested
2,Ca,North America,Music,licensed,24,60501,1948,249,stable,Pets,Friday,Night,81974.4,26,0.617,Home
2,Mx,North America,Pets,original,68,10656,386,45,seasonal,Gaming,Monday,Evening,83277.8,29,0.422,Suggested
2,Ca,North America,Travel,trending,42,74742,3684,277,rising,Beauty,Wednesday,Evening,95029.2,22,0.474,Home
2,Ca,North America,Music,original,43,135538,4703,683,declining,Tech,Tuesday,Night,99969.1,29,0.595,Suggested
2,Us,North America,Education,trending,59,352303,13516,1876,stable,Tech,Tuesday,Evening,138884.6,24,0.659,Suggested
1,Ca,North America,Fashion,licensed,22,37445,2209,328,seasonal,Pets,Tuesday,Evening,99253.8,22,0.814,External
1,Us,North America,Automotive,original,29,20949,1510,201,seasonal,Education,Sunday,Evening,81860.4,35,0.824,Search
1,Mx,North America,News,trending,16,69563,3879,468,seasonal,Lifestyle,Sunday,Evening,84510.2,27,0.688,ForYou
1,Us,North America,Food,licensed,34,76002,5339,451,seasonal,Gaming,Sunday,Evening,126011.3,27,0.806,ForYou
1,Ca,North America,Fashion,original,32,63132,4299,584,declining,Sports,Friday,Night,129907.2,28,0.841,ForYou
1,Us,North America,Food,original,36,80296,6492,785,rising,Travel,Sunday,Evening,102133.2,24,0.842,ForYou
